Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date
830180,Gallatin Valley Farmers Market,Farmers' Market,901,N Black Ave,,Bozeman,MT,59715,2968,GALLATIN,45.688606,-111.035934,08/23/2007,09/20/2019
830180,Gallatin Valley Farmers Market,Farmers' Market,901,N Black Ave,,Bozeman,MT,59715,2968,GALLATIN,45.688606,-111.035934,10/28/2019,05/18/2021
1591511,Gallatin Valley Farmers' Market NAFMNP,Farmers' Market,901,N Tracy,,Bozeman,MT,59714,,GALLATIN,45.688522,-111.03731,05/29/2024,
1502473,Manhattan Farmers Market,Farmers' Market,101,W Main St,,Manhattan,MT,59741,2207,GALLATIN,45.85651,-111.33302,07/20/2022,
1245653,Manhattan Farmers' Market,Farmers' Market,101,W Main St,,Manhattan,MT,59741,2207,GALLATIN,45.856506,-111.33309,04/23/2016,02/03/2019
1363287,Arlee Community Development Corporation,Farmers' Market,92439,US Highway 93,,Arlee,MT,59821,7708,LAKE,47.162617,-114.08542,07/18/2019,11/24/2023
1003851,Jocko Valley Farmers' Market,Farmers' Market,,US Highway 93,,Arlee,MT,59821,,LAKE,47.211815,-114.12455,05/26/2011,08/14/2016
1312538,Mission Falls Farmers  Market,Farmers' Market,339,Mountain View,,St. Ignatius,MT,59865,,LAKE,47.32193,-114.1014,02/16/2018,11/25/2022
998958,Polson Farmers Market,Farmers' Market,11,3rd Ave W,,Polson,MT,59860,2150,LAKE,47.693306,-114.16358,05/02/2011,08/31/2016
1283973,"Polson Farmers Market, Inc.",Farmers' Market,11,3rd Avenue W.,,Polson,MT,59860,,LAKE,47.693336,-114.16362,05/05/2017,
1321216,Ronan Farmers Market 4066983312,Farmers' Market,63239,US Highway 93,,Ronan,MT,59864,2816,LAKE,47.52786,-114.097145,06/14/2018,11/25/2022
1564656,Ronan Farmers' Market NAFMNP,Farmers' Market,63239,US Highway 93,,Ronan,MT,59864,2816,LAKE,47.528107,-114.09755,10/20/2023,
829326,Helena Farmers Market,Farmers' Market,,Fuller/Neill Ave,,Helena,MT,59601,6536,LEWIS AND CLARK,46.593594,-112.03866,08/10/2007,11/19/2021
829326,Helena Farmers Market,Farmers' Market,,Fuller/Neill Ave,,Helena,MT,59601,6536,LEWIS AND CLARK,46.593594,-112.03866,04/11/2022,
1274676,Eureka Area Farmers' Market,Farmers' Market,11,Dewey Ave,,Eureka,MT,59917,9080,LINCOLN,48.878204,-115.05238,03/22/2017,01/03/2022
1507205,Eureka Farmer's Market,Farmers' Market,420,Dewey Ave,,Eureka,MT,59917,9030,LINCOLN,48.88197,-115.05373,07/12/2022,
1357950,Farmers Market At Libby,Farmers' Market,905,W 9th St,,Libby,MT,59923,1634,LINCOLN,48.39216,-115.562675,05/06/2019,
1282255,Troy Farmers Market,Farmers' Market,809,E Missoula Ave,,Troy,MT,59935,9629,LINCOLN,48.453224,-115.887,05/11/2017,
1355624,Twin Bridges Farmers Market,Farmers' Market,210,N Main St,,Twin Bridges,MT,59754,8522,MADISON,45.545696,-112.33096,04/15/2019,11/24/2023
950754,Carousel Sunday Market and Festival,Farmers' Market,101,Carousel Dr,,Missoula,MT,59802,4313,MISSOULA,46.871166,-113.99733,05/19/2010,08/06/2015
950754,Carousel Sunday Market and Festival,Farmers' Market,101,Carousel Dr,,Missoula,MT,59802,4313,MISSOULA,46.871166,-113.99733,08/17/2015,08/25/2015
796344,Clark Fork River Market,Farmers' Market,,Riverside Parking Lot,Caras Dr and Pattee St Intersection,Missoula,MT,59802,,MISSOULA,46.878044,-113.88502,08/31/2006,12/26/2019
796344,Clark Fork River Market,Farmers' Market,,Riverside Parking Lot,Caras Dr and Pattee St Intersection,Missoula,MT,59802,,MISSOULA,46.878044,-113.88502,05/27/2020,
820840,Missoula Farmers Market,Farmers' Market,100,W Alder St,,Missoula,MT,59802,4226,MISSOULA,46.8751,-113.99226,05/03/2007,12/26/2019
1402754,Missoula Farmers Market 4068807663,Farmers' Market,110,W Alder St,,Missoula,MT,59802,4226,MISSOULA,46.875183,-113.99244,04/29/2020,11/29/2024
1371158,Missoula Valley Winter Market,Farmers' Market,705,S Higgins Ave,,Missoula,MT,59801,2731,MISSOULA,46.86464,-113.997505,08/21/2019,11/24/2023
1475066,Missoula Valley Winter Market,Farmers' Market,2901,Brooks St,,Missoula,MT,59801,7722,MISSOULA,46.845795,-114.0275,10/20/2021,
1500254,Orchard Homes' Farmers' Market NAFMNP,Farmers' Market,2537,S 3rd St W,,Missoula,MT,59804,1328,MISSOULA,46.866703,-114.04199,04/20/2022,
1437113,Doorstep Farm Foods,Farmers' Market,46,View Vista Dr,,Livingston,MT,59047,3532,PARK,45.66019,-110.54577,03/02/2021,
1501935,Livingston Farmers Market,Farmers' Market,229,River Dr,,Livingston,MT,59047,3460,PARK,45.655083,-110.556496,06/21/2022,
1446854,Cultivating Connections Farmstand,Farmers' Market,175,Skalkaho Hwy,,Hamilton,MT,59840,9129,RAVALLI,46.20191,-114.15738,05/04/2021,
847325,Hamilton Farmers Market Co-op,Farmers' Market,205,Bedford St,,Hamilton,MT,59840,,RAVALLI,46.24486,-114.15753,04/08/2008,04/30/2024
1596965,Hamilton Farmers Market Cooperative NAFMNP,Farmers' Market,205,Bedford St,,Hamilton,MT,59840,2853,RAVALLI,46.24443,-114.15736,05/01/2024,
1594569,Stevensville Harvest Valley Farmers Market,Farmers' Market,301,Main St,,Stevensville,MT,59870,2597,RAVALLI,46.50987,-114.09382,05/17/2024,
1312095,The O'hara Commons & Sustainability Center,Farmers' Market,111,S 4th St,,Hamilton,MT,59840,2731,RAVALLI,46.246174,-114.16005,03/01/2018,
1003342,County Rail Farm LLC,Farmers' Market,10,Pommes de Terre Ln,,Dixon,MT,59831,9545,SANDERS,47.282627,-114.2244,05/10/2011,01/29/2014
1106295,Thompson Falls Farmers Market,Farmers' Market,,Main Street and East Ramp,Rose Garden Park,Thompson Falls,MT,59873,,SANDERS,47.597843,-115.356606,07/16/2013,07/28/2013
1313374,Trout Creek Farmers Market,Farmers' Market,10,Park Street,Trout Creek Park,Trout Creek,MT,59874,,SANDERS,47.83295,-115.588,03/05/2018,09/20/2019
1245667,Butte Farmers' Market,Farmers' Market,68,W Park St,,Butte,MT,59701,1714,SILVER BOW,46.012722,-112.537155,04/26/2016,
1525513,Butte Winter Farmers' Market,Farmers' Market,3100,Harrison Ave,,Butte,MT,59701,3652,SILVER BOW,45.979744,-112.50595,11/28/2022,
1496205,Harlo Farmers Market,Farmers' Market,3rd,Sw,,Harlowton,MT,59036,,WHEATLAND,46.436954,-109.83821,04/05/2022,
1110919,Healthy By Design Gardeners' Market,Farmers' Market,6,S 30th St,,Billings,MT,59101,4039,YELLOWSTONE,45.77914,-108.50657,08/21/2013,
1503592,Yellowstone Valley Farmers' Market,Farmers' Market,2nd Ave,Broadway,,Billings,MT,59101,,YELLOWSTONE,45.786125,-108.509735,05/18/2022,
1356135,AAFM at Elon Community Church,Farmers' Market,271,N Williamson Ave,,Elon,NC,27244,9152,ALAMANCE,36.10232,-79.506714,04/01/2019,11/24/2023
1196617,Burlington Downtown Farmers' Market,Farmers' Market,,Spring Street,Front Street (corner),Burlington,NC,27216,,ALAMANCE,36.09452,-79.43339,04/24/2015,09/20/2019
1412307,Downtown Mebane Market,Farmers' Market,102,E Ruffin St,,Mebane,NC,27302,2441,ALAMANCE,36.097607,-79.26722,07/28/2020,03/09/2023
1534401,Farm Fresh In Graham (ffig),Farmers' Market,303,N Main St,,Graham,NC,27253,2838,ALAMANCE,36.072647,-79.399765,06/15/2023,
1228911,Farmers Market At North Park,Farmers' Market,849,Sharpe Rd,,Burlington,NC,27217,1637,ALAMANCE,36.112362,-79.42192,01/10/2016,11/23/2020
1228911,Farmers Market At North Park,Farmers' Market,849,Sharpe Rd,,Burlington,NC,27217,1637,ALAMANCE,36.112362,-79.42192,11/25/2020,
1052008,Ashe County Farmers Market,Farmers' Market,108,Back St,,West Jefferson,NC,28694,0141,ASHE,36.403053,-81.493416,05/08/2012,11/23/2020
1052008,Ashe County Farmers Market,Farmers' Market,108,Back St,,West Jefferson,NC,28694,0141,ASHE,36.403053,-81.493416,05/27/2021,
1157943,Avery County Farmer's Market,Farmers' Market,805,Cranberry St,,Newland,NC,28657,6702,AVERY,36.097786,-81.92975,07/11/2014,09/20/2019
1158626,Saturday Market,Farmers' Market,301,Stewart Pkwy,,Washington,NC,27889,4973,BEAUFORT,35.540478,-77.05445,07/21/2014,12/20/2018
1360120,"Good Shepherd Food Pantry Of Bertie County, Nc",Farmers' Market,314,Sutton Dr,,Windsor,NC,27983,6737,BERTIE,35.993275,-76.9454,07/22/2024,
1362889,Windsor Farmers Market,Farmers' Market,314,Sutton Dr,,Windsor,NC,27983,6737,BERTIE,35.993126,-76.94572,06/13/2019,11/24/2023
1242220,Windsor Super Farmers Market,Farmers' Market,112,W Water St,,Windsor,NC,27983,6745,BERTIE,35.993084,-76.94434,04/12/2016,09/20/2019
1064350,Bruce's Fish And Shrimp,Farmers' Market,141,Holden Beach Rd SW,,Shallotte,NC,28470,1787,BRUNSWICK,33.980145,-78.370514,11/01/2012,03/16/2018
1501722,Clifton Seafood,Farmers' Market,7175,Farm Loop Path SW,,Sunset Beach,NC,28468,6158,BRUNSWICK,33.941914,-78.50482,05/16/2022,
869231,Asheville City Market,Farmers' Market,306,W Haywood St,,Asheville,NC,28801,3105,BUNCOMBE,35.59181,-82.56389,10/20/2008,12/26/2019
869231,Asheville City Market,Farmers' Market,306,W Haywood St,,Asheville,NC,28801,3105,BUNCOMBE,35.59181,-82.56389,01/10/2020,
1188533,"Asheville Farmers Collective, Inc.,",Farmers' Market,175,Clingman Ave,,Asheville,NC,28801,3207,BUNCOMBE,35.58778,-82.564316,03/24/2015,12/26/2019
1532758,Black Mountain Tailgate Market NAFMNP,Farmers' Market,130,Montreat Rd,,Black Mountain,NC,28711,3116,BUNCOMBE,35.62037,-82.32149,03/01/2023,
1079179,Bountiful Cities,Farmers' Market,408,Pearson Dr,,Asheville,NC,28801,1022,BUNCOMBE,35.60716,-82.574974,01/04/2013,09/20/2019
1411634,East Asheville Market NAFMNP,Farmers' Market,954,Tunnel Rd,,Asheville,NC,28805,2092,BUNCOMBE,35.58989,-82.50031,07/17/2020,
1239742,East Asheville Tailgate Market,Farmers' Market,954,Tunnel Rd,,Asheville,NC,28805,2092,BUNCOMBE,35.589294,-82.49974,04/05/2016,07/16/2020
1584837,Enka Candler Farmers Market NAFMNP,Farmers' Market,1465,Sand Hill Rd.,,Candler,NC,28715,,BUNCOMBE,35.544357,-82.655304,02/28/2024,
1397012,Enka-candler Tailgate Market,Farmers' Market,1465,Sand Hill Rd,,Candler,NC,28715,8980,BUNCOMBE,35.543526,-82.65764,03/23/2020,11/29/2024
1276138,Fairview Farmers Market,Farmers' Market,1355,Charlotte Hwy,,Fairview,NC,28730,1400,BUNCOMBE,35.523933,-82.41,03/10/2017,09/20/2019
941414,FARSIDE FARMS MARKET,Farmers' Market,83,Weaverville Rd,,Asheville,NC,28804,1335,BUNCOMBE,35.641068,-82.57897,03/24/2010,04/16/2018
1011493,North Asheville Tailgate Market,Farmers' Market,1,University Heights,UNC ASHEVILLE,Asheville,NC,28804,,BUNCOMBE,35.614265,-82.56277,06/20/2011,11/23/2020
1448520,North Asheville Tailgate Market,Farmers' Market,1,University Hts,,Asheville,NC,28804,3299,BUNCOMBE,35.614483,-82.562836,04/14/2021,
1459805,River Art District Farmers Market NAFMNP,Farmers' Market,289,Lyman St,,Asheville,NC,28801,4741,BUNCOMBE,35.575245,-82.56666,07/30/2021,
742802,S Asheville Farmer's Market,Farmers' Market,2610,Hendersonville Rd,,Arden,NC,28704,8574,BUNCOMBE,35.448414,-82.50846,02/09/2005,08/03/2014
1460436,Southside Community Garden Market NAFMNP,Farmers' Market,133,Livingston St,,Asheville,NC,28801,4396,BUNCOMBE,35.578213,-82.55748,07/08/2021,
1460579,Weaverville Tailgate Market,Farmers' Market,60,Monticello Rd,,Weaverville,NC,28787,9441,BUNCOMBE,35.710037,-82.56743,07/08/2021,
1010089,West Asheville Tailgate Market,Farmers' Market,718,Haywood Rd,,Asheville,NC,28806,3112,BUNCOMBE,35.577484,-82.592224,06/21/2011,11/23/2020
1010089,West Asheville Tailgate Market,Farmers' Market,718,Haywood Rd,,Asheville,NC,28806,3112,BUNCOMBE,35.577484,-82.592224,12/07/2020,
1299466,Ymca Winter Market,Farmers' Market,51,N Merrimon Ave,,Asheville,NC,28804,1373,BUNCOMBE,35.641006,-82.57707,11/21/2017,09/20/2019
1196607,Hildebran Farmers Market,Farmers' Market,202,S Center St,,Hildebran,NC,28637,8301,BURKE,35.712738,-81.42336,04/29/2015,09/20/2019
1196638,Morganton Farmers Market,Farmers' Market,300,Beach St,,Morganton,NC,28655,3698,BURKE,35.742977,-81.68182,04/28/2015,
1206641,Kannapolis Farmers Market,Farmers' Market,246,Oak Ave,,Kannapolis,NC,28081,4329,CABARRUS,35.496,-80.62805,08/31/2015,09/20/2019
1428614,Piedmont Farmer's Market,Farmers' Market,518,Winecoff School Rd,,Concord,NC,28027,4157,CABARRUS,35.445026,-80.62534,03/12/2021,
954105,Piedmont Farmers Market Winecoff,Farmers' Market,518,Winecoff School Rd,,Concord,NC,28027,4157,CABARRUS,35.445366,-80.62319,05/26/2010,07/19/2015
1491356,The Farm At Dover Vineyards,Farmers' Market,3600,Concord Pkwy S,,Concord,NC,28027,9054,CABARRUS,35.37246,-80.664215,06/01/2022,
1095683,Lenoir Downtown Farmers Market,Farmers' Market,385,Harper Ave SW,,Lenoir,NC,28645,5154,CALDWELL,35.916557,-81.532135,05/07/2013,09/20/2019
1105779,Sawmills Farmer's Market Association Inc.,Farmers' Market,,Us Highway 321 A,Park across from town offices,Sawmills,NC,28630,,CALDWELL,35.811836,-81.45792,06/20/2013,03/16/2018
1591295,Caswell County Farmers Market,Farmers' Market,158,East Church,,Yanceyvill,NC,27379,,CASWELL,36.40543,-79.33731,04/04/2024,
1192746,"Caswell County Local Foods Council, Inc",Farmers' Market,4807,Nc Highway 57 N,,Semora,NC,27343,9470,CASWELL,36.499126,-79.15295,04/25/2015,09/20/2019
1115841,Catawba County Public Health Farmers Market,Farmers' Market,3070,11th Avenue Dr SE,,Hickory,NC,28602,8336,CATAWBA,35.712963,-81.27038,09/10/2013,
1534404,Conover Farmers Market NAFMNP,Farmers' Market,109,1st St E,,Conover,NC,28613,2101,CATAWBA,35.706394,-81.2177,03/01/2023,
1010090,Conover Farmers Market Inc,Farmers' Market,109,1st St E,,Conover,NC,28613,2101,CATAWBA,35.706257,-81.218094,06/24/2011,09/20/2019
1308348,Hickory Farmers Market Association Inc,Farmers' Market,100,Union Square,,Hickory,NC,28601,,CATAWBA,35.7321,-81.33973,12/22/2017,11/25/2022
1308348,Hickory Farmers Market Association Inc,Farmers' Market,100,Union Square,,Hickory,NC,28601,,CATAWBA,35.7321,-81.33973,12/15/2022,
1550381,Pittsboro Farmers' Market,Farmers' Market,220,Lorax Ln,,Pittsboro,NC,27312,8897,CHATHAM,35.710052,-79.15669,06/30/2023,
1145554,Andrews Farmers Market,Farmers' Market,First St,Hall Memorial Park,,Andrews,NC,28901,,CHEROKEE,35.20271,-83.82329,06/16/2014,12/20/2018
1491779,Heartland Inc 1,Farmers' Market,1,Railroad St,,Murphy,NC,28906,2713,CHEROKEE,35.086143,-84.03649,03/04/2022,
1010093,Edenton Farmers Market,Farmers' Market,200,N Broad St,,Edenton,NC,27932,1904,CHOWAN,36.0621,-76.60753,06/20/2011,02/22/2021
1010093,Edenton Farmers Market,Farmers' Market,200,N Broad St,,Edenton,NC,27932,1904,CHOWAN,36.0621,-76.60753,03/03/2021,
1145217,Brothers On Farms,Farmers' Market,30,Main St,,Hayesville,NC,28904,5808,CLAY,35.045982,-83.81813,04/24/2014,12/20/2018
1010091,Foothills Farmers Market,Farmers' Market,126,W Marion St,,Shelby,NC,28150,5332,CLEVELAND,35.291996,-81.540955,06/30/2011,
1112563,Foothills Farmers' Market-kings Mountain Satellit,Farmers' Market,202,S Railroad Ave,,Kings Mountain,NC,28086,3342,CLEVELAND,35.2392,-81.344986,09/06/2013,09/20/2019
1547109,Kings Mountain Satellite Market,Farmers' Market,125,S Battleground Ave,,Kings Mountain,NC,28086,3401,CLEVELAND,35.239746,-81.344215,07/05/2023,
1536547,P&M Farmers Market,Farmers' Market,2026,Kingston Rd,,Kingstown,NC,28150,8665,CLEVELAND,35.364307,-81.61702,03/06/2023,
869099,Columbus County Community Farmer's Market,Farmers' Market,132,Government Complex Rd,,Whiteville,NC,28472,,COLUMBUS,34.35324,-78.70759,10/16/2008,04/28/2015
1320026,City Farmers Market,Farmers' Market,205,N First Ave,,New Bern,NC,28560,2826,CRAVEN,35.135647,-77.06691,05/09/2018,09/20/2019
1625110,Havelock Farmers Market,Farmers' Market,308,US Highway 70 W,,Havelock,NC,28532,9508,CRAVEN,34.90378,-76.931885,12/10/2024,
1180045,Joseph Community Farmers' Market,Farmers' Market,2305,Neuse Blvd,,New Bern,NC,28560,4307,CRAVEN,35.114956,-77.071915,12/06/2014,09/20/2019
1148683,New Bern Craven County Area Farmers Market,Farmers' Market,421,S Front St,,New Bern,NC,28560,2131,CRAVEN,35.105095,-77.04147,06/13/2014,07/14/2021
1489545,"New Bern Craven County Area Farmers Market, Inc.",Farmers' Market,421,S Front St,,New Bern,NC,28560,2131,CRAVEN,35.104744,-77.04155,03/15/2022,
1185613,Veterans Employment Base Camp And Organic Garden,Farmers' Market,901,Chapman St,,New Bern,NC,28560,3913,CRAVEN,35.112957,-77.05327,02/25/2015,09/20/2019
1196181,Evans Produce,Farmers' Market,6326,Ramsey St,,Fayetteville,NC,28311,9315,CUMBERLAND,35.153736,-78.86988,04/22/2015,12/26/2019
1466299,Gathering Cafe,Farmers' Market,325,Franklin St,,Fayetteville,NC,28301,5527,CUMBERLAND,35.052128,-78.882195,08/23/2021,
1149050,Sandhills Family Heritage Association NAFMP,Farmers' Market,230,Chapel Hill Rd,,Spring Lake,NC,28390,2726,CUMBERLAND,35.183662,-78.97964,05/15/2014,12/20/2018
1365203,Sandhills Farmers Market Of Spring Lake,Farmers' Market,230,Chapel Hill Rd,,Spring Lake,NC,28390,2726,CUMBERLAND,35.183655,-78.97964,05/23/2019,11/24/2023
1415666,Secotan Market,Farmers' Market,2868,NC Highway 345,,Wanchese,NC,27981,9662,DARE,35.855473,-75.6467,08/05/2020,
954110,Lexington Farmers Market,Farmers' Market,129,S Railroad St,,Lexington,NC,27292,,DAVIDSON,35.820957,-80.25206,05/26/2010,07/19/2015
1445045,"Lexington Farmers Market, Inc.",Farmers' Market,129,S Railroad St,,Lexington,NC,27292,,DAVIDSON,35.82095,-80.25207,04/13/2021,
1549309,Thomasville Farmers Market NAFMNP,Farmers' Market,21,E Guilford St,,Thomasville,NC,27360,4046,DAVIDSON,35.884785,-80.08042,06/16/2023,
1401914,Tsq Market,Farmers' Market,1322,National Hwy,,Thomasville,NC,27360,2318,DAVIDSON,35.91558,-80.05844,04/20/2020,11/29/2024
1504385,Winter Market,Farmers' Market,599,S Railroad St,,Lexington,NC,27292,3318,DAVIDSON,35.818462,-80.25685,06/10/2022,
1453997,Davie Community Farmers Market,Farmers' Market,371,Main St,,Cooleemee,NC,27014,0167,DAVIE,35.806664,-80.55655,07/16/2021,
797220,DURHAM FARMERS MARKET,Farmers' Market,423,Morris St,,Durham,NC,27701,2128,DURHAM,36.001514,-78.9035,07/31/2006,09/09/2013
1131555,Durham Farmers' Market,Farmers' Market,501,Foster St,,Durham,NC,27701,2106,DURHAM,36.000603,-78.901505,02/11/2014,
1306213,Durham Roots Farmers' Market,Farmers' Market,1058,W Club Blvd,Northgate Mall,Durham,NC,27701,,DURHAM,36.016964,-78.90898,02/08/2018,09/20/2019
1399294,East Durham Market,Farmers' Market,306,S Driver St,,Durham,NC,27703,4264,DURHAM,35.982655,-78.87789,05/04/2020,
1113693,Gomarket,Farmers' Market,2604,Hillsborough Rd,parking lot,Durham,NC,27705,,DURHAM,36.01081,-78.92886,08/28/2013,10/20/2013
1117773,Gomarket,Farmers' Market,711,Rigsbee Ave,,Durham,NC,27701,2100,DURHAM,36.00241,-78.899994,10/21/2013,12/20/2018
1584761,North Durham Farmers' Market,Farmers' Market,1016,Old Oxford Rd,,Durham,NC,27704,2332,DURHAM,36.04744,-78.87457,02/24/2024,
1608034,South Durham Farmers Market,Farmers' Market,500,Park Offices Dr,,Durham,NC,27709,,DURHAM,35.89697,-78.868454,07/23/2024,
1118787,South Durham Farmers' Market,Farmers' Market,5410,Nc Highway 55,,Durham,NC,27713,,DURHAM,35.889877,-78.89602,10/31/2013,12/20/2018
1118787,South Durham Farmers' Market,Farmers' Market,5410,Nc Highway 55,,Durham,NC,27713,,DURHAM,35.889877,-78.89602,01/31/2019,05/21/2024
1413968,The Black Farmers Market NAFMNP,Farmers' Market,800,Taylor St,,Durham,NC,27701,4096,DURHAM,35.991154,-78.88969,08/18/2020,
1448653,Milkbone Meats,Farmers' Market,1200,E Highland Ave,,Rocky Mount,NC,27801,3682,EDGECOMBE,35.946823,-77.77978,05/14/2021,
1179952,Teens Leading Change Be Global Inc,Farmers' Market,102,North 12th Street,,Pinetops,NC,27864,,EDGECOMBE,35.788933,-77.63063,12/05/2014,09/20/2019
1010067,Cobblestone Farmers Market,Farmers' Market,211,East Third St,,Winston Salem,NC,27101,,FORSYTH,36.098137,-80.24101,06/21/2011,12/03/2013
1420923,H.o.p.e. Neighborhood Market,Farmers' Market,355,NW Crawford Pl,,Winston Salem,NC,27105,5881,FORSYTH,36.117126,-80.24994,09/24/2020,
1408918,Liberty St. Urban Farmers Market,Farmers' Market,1551,N Liberty St,,Winston Salem,NC,27105,6181,FORSYTH,36.114323,-80.2341,07/29/2020,12/12/2024
1070728,Old Salem Cobblestone Farmers Market,Farmers' Market,1007,S Marshall St,,Winston Salem,NC,27101,5814,FORSYTH,36.082394,-80.24239,08/24/2012,08/31/2017
1070728,Old Salem Cobblestone Farmers Market,Farmers' Market,1007,S Marshall St,,Winston Salem,NC,27101,5814,FORSYTH,36.082394,-80.24239,09/25/2017,
1272579,Winston-Salem Fairgrounds Farmers Market,Farmers' Market,421,W 27th St,,Winston Salem,NC,27105,4214,FORSYTH,36.124287,-80.254005,02/15/2017,
1507371,Main Street Market,Farmers' Market,11,S Front St,,Franklinton,NC,27525,1359,FRANKLIN,36.10322,-78.45631,07/18/2022,02/16/2023
1540984,"Main Street Market Of Franklinton, Llc",Farmers' Market,15,S Front St,,Franklinton,NC,27525,1359,FRANKLIN,36.1032,-78.45632,04/26/2023,
1615759,The Franklinton Market,Farmers' Market,427,E Green St,,Franklinton,NC,27525,1408,FRANKLIN,36.10345,-78.44937,10/24/2024,
1185026,Gastonia Farmers Market,Farmers' Market,410,E Long Ave,,Gastonia,NC,28054,2527,GASTON,35.265266,-81.17589,03/24/2015,12/26/2019
1441753,Gastonia Farmers Market,Farmers' Market,410,E Long Ave,,Gastonia,NC,28054,2527,GASTON,35.267147,-81.17436,03/26/2021,
1338541,Mount Holly Farmer's Market,Farmers' Market,226,S Main St,,Mount Holly,NC,28120,1621,GASTON,35.294617,-81.0165,10/15/2018,
1244145,Gates County Farmers Market,Farmers' Market,130,US Highway 158 W,,Gatesville,NC,27938,9437,GATES,36.4462,-76.706764,04/13/2016,09/20/2019
1065876,Elaney Wood Heritage Farmers Market,Farmers' Market,472,Hwy 13 S,,Snow Hill,NC,28580,1345,GREENE,35.455994,-77.69243,08/24/2012,09/20/2019
1409386,Bountiful Land Farmers Market 1,Farmers' Market,1901,McConnell Rd,,Greensboro,NC,27401,3546,GUILFORD,36.06493,-79.7639,07/14/2020,11/29/2024
1542489,Frazier Marsh Farm,Farmers' Market,7040,Frazier Marsh Rd,,High Point,NC,27263,9724,GUILFORD,35.91683,-79.88108,05/08/2023,
1244627,Glenwood People's Market,Farmers' Market,1417,Glenwood Ave,,Greensboro,NC,27403,3533,GUILFORD,36.05279,-79.81078,06/24/2016,
1011682,Greensboro Farmers Curb Market,Farmers' Market,501,Yanceyville St,,Greensboro,NC,27405,7815,GUILFORD,36.078335,-79.778275,06/21/2011,06/05/2012
1068751,Greensboro Farmers Curb Market,Farmers' Market,501,Yanceyville St,,Greensboro,NC,27405,7815,GUILFORD,36.078335,-79.778275,07/30/2012,
1269825,Healing Springs Farmacy 001,Farmers' Market,709,E Market St,Ste 200B,Greensboro,NC,27401,3282,GUILFORD,36.07222,-79.78247,01/10/2017,09/20/2019
1269825,Healing Springs Farmacy 001,Farmers' Market,709,E Market St,Ste 200B,Greensboro,NC,27401,3282,GUILFORD,36.07222,-79.78247,11/05/2019,
1368561,High Point Farmers Market,Farmers' Market,901,N Main St,,High Point,NC,27262,3923,GUILFORD,35.966377,-80.01316,07/18/2019,
956694,Little River Produce,Farmers' Market,2914,Sandy Ridge Rd,Bldg F,Colfax,NC,27235,9625,GUILFORD,36.08775,-79.99494,08/09/2010,10/18/2010
1415786,The Corner Farmers Market,Farmers' Market,2200,Walker Ave,,Greensboro,NC,27403,2152,GUILFORD,36.06901,-79.82833,08/07/2020,
1131450,The Corner Market,Farmers' Market,,crn WALKER & ELEM AVE,,GREENSBORO,NC,27409,9515,GUILFORD,36.0734,-79.9464,03/14/2014,12/20/2018
1179932,Pittman PTA,Farmers' Market,25041,Highway 561,,Enfield,NC,27823,,HALIFAX,36.26485,-77.74248,12/05/2014,09/20/2019
1104907,Roanoke Valley Farmers Market,Farmers' Market,378,Nc Hwy 158,,Roanoke Rapids,NC,27870,,HALIFAX,36.44335,-77.6752,06/24/2013,04/19/2018
1324525,Roanoke Valley Farmers Market,Farmers' Market,378,Nc Hwy 158,,Roanoke Rapids,NC,27870,,HALIFAX,36.44335,-77.6752,07/03/2018,09/20/2019
1154290,Haywood's Historic Farmers Market,Farmers' Market,250,Pigeon St,,Waynesville,NC,28786,4443,HAYWOOD,35.486046,-82.985435,06/13/2014,11/29/2024
1546332,Mill Town Farmers Market NAFMNP,Farmers' Market,8,Sorrells St,,Canton,NC,28716,,HAYWOOD,35.53145,-82.841644,04/27/2023,
1193906,Original Waynesville Tailgate Market,Farmers' Market,171,Legion Dr,,Waynesville,NC,28786,4499,HAYWOOD,35.485947,-82.98965,04/21/2015,09/20/2019
1494881,Smathers Farmers & Public Market,Farmers' Market,118,Main St,,Canton,NC,28716,4449,HAYWOOD,35.532505,-82.83751,04/11/2022,
1310775,Henderson County Tailgate Market,Farmers' Market,100,N King St,,Hendersonville,NC,28792,5097,HENDERSON,35.314804,-82.45846,02/19/2018,11/03/2019
1394423,Hendersonville Farmers Market,Farmers' Market,650,Maple St,,Hendersonville,NC,28792,3753,HENDERSON,35.32074,-82.45713,03/13/2020,01/24/2023
1532702,Hendersonville Farmers Market,Farmers' Market,650,Maple St,,Hendersonville,NC,28792,3753,HENDERSON,35.320766,-82.45708,02/10/2023,
1137602,Mills River Farmers' Market,Farmers' Market,94,School House Rd,Mills River Elementary School,Mills River,NC,28759,9746,HENDERSON,35.37741,-82.56529,04/03/2014,
1193482,"Hertford-Northampton Farmer's Market, Inc",Farmers' Market,13858,US Highway 158,,Murfreesboro,NC,27855,9389,HERTFORD,36.422825,-77.08877,04/01/2015,09/20/2019
1196170,Hoke County Farmers Market,Farmers' Market,107,N Main St,,Raeford,NC,28376,2803,HOKE,34.978905,-79.224075,04/22/2015,09/20/2019
1430791,JCF Statesville Farmers Market,Farmers' Market,752,Old Salisbury Rd,,Statesville,NC,28677,6216,IREDELL,35.776196,-80.87312,02/22/2021,
